timestamp,temperature,unit,pressure,unit,humidy,unit,light,unit,oxidised,unit,reduced,unit,nh3,unit
1674657973,22.38503027,C,1031.894271,hPa,23.7092215,%,28.3645,Lux,96.5460455,kO,302.6608443,kO,144.8149959,kO
1674658573,22.62739147,C,1031.946541,hPa,23.09400508,%,28.3645,Lux,98.31344919,kO,301.7495463,kO,146.4650781,kO
1674659173,22.64074998,C,1031.823383,hPa,23.34525373,%,28.3645,Lux,99.82608696,kO,309.8500371,kO,147.4262126,kO
1674659773,22.67955329,C,1031.741589,hPa,23.72144098,%,27.47735,Lux,94.68032411,kO,299.1711712,kO,142.0309423,kO
1674660373,22.5688685,C,1031.597011,hPa,23.82268381,%,27.47735,Lux,73.42875903,kO,270.1416281,kO,121.5216138,kO
1674660973,22.6493376,C,1031.513886,hPa,23.95708398,%,27.47735,Lux,77.47778982,kO,279.0101971,kO,124.6782768,kO
1674661573,22.73139707,C,1031.448461,hPa,23.78822539,%,27.47735,Lux,84.92078925,kO,285.5107415,kO,131.1984805,kO
1674662173,22.66046969,C,1031.565676,hPa,25.22071863,%,27.47735,Lux,87.00638421,kO,289.4609183,kO,132.8122605,kO
1674662773,22.75684188,C,1031.395458,hPa,23.28371918,%,27.47735,Lux,90.31828979,kO,295.1221945,kO,137.7487714,kO
1674663373,22.48839947,C,1031.493134,hPa,24.39739384,%,0.4148,Lux,90.79773607,kO,295.4978602,kO,137.8249754,kO
1674663973,22.55996283,C,1031.284385,hPa,24.29197756,%,2.3237,Lux,93.74171984,kO,296,kO,140.8444178,kO
1674664573,22.40538604,C,1031.05842,hPa,23.40542984,%,0.4148,Lux,97.54416576,kO,303.314619,kO,145.8018018,kO
1674665173,22.2724375,C,1030.901286,hPa,23.24454084,%,2.32725,Lux,101.7212354,kO,307.2878732,kO,150.0200669,kO
1674665773,22.36944539,C,1030.622813,hPa,24.31005069,%,0.4148,Lux,102.1514763,kO,302.2697201,kO,148.6511628,kO
1674666373,22.32841581,C,1030.308642,hPa,23.39111293,%,0.4148,Lux,105.4414414,kO,308.6318905,kO,151.9763663,kO
1674666973,22.23713302,C,1030.135139,hPa,23.60596603,%,2.32725,Lux,110.317921,kO,315.2241055,kO,157.3333333,kO
1674667573,22.18910622,C,1029.794536,hPa,23.73344218,%,2.32725,Lux,110.1496966,kO,316.0649302,kO,157.1948951,kO
1674668173,22.1808367,C,1029.446123,hPa,22.89927143,%,2.32725,Lux,111.5905458,kO,319.6097561,kO,159.7618214,kO
1674668773,22.14012527,C,1029.341336,hPa,23.62091849,%,2.32725,Lux,108.7334113,kO,319.3236862,kO,157.5644637,kO
1674669373,22.16716021,C,1029.508092,hPa,23.74566227,%,2.32725,Lux,109.2305113,kO,318.7528517,kO,158.8212729,kO
1674669973,22.13694469,C,1029.321025,hPa,23.51817187,%,2.32725,Lux,111.3913043,kO,320.9024857,kO,160.6153846,kO
1674670573,22.13821692,C,1029.190115,hPa,23.46669313,%,0.4148,Lux,113.4052939,kO,322.2041443,kO,162.7791343,kO
1674671173,22.13567246,C,1028.973901,hPa,23.45535688,%,2.32725,Lux,114.1363715,kO,324.2469136,kO,163.0222222,kO
1674671773,22.05329548,C,1028.90927,hPa,23.32124389,%,2.32725,Lux,112.4786325,kO,326.6086957,kO,161.6197836,kO
1674672373,22.05329548,C,1028.872244,hPa,24.27533151,%,2.32725,Lux,112.9986283,kO,322.2041443,kO,162.8277087,kO
1674672973,22.18528952,C,1028.71941,hPa,24.53928722,%,2.32725,Lux,110.7681895,kO,320.1832061,kO,159.7618214,kO
1674673573,22.04534404,C,1028.598487,hPa,23.56722159,%,2.32725,Lux,111.6760803,kO,324.9818322,kO,163.6078431,kO
1674674173,22.01099381,C,1028.404784,hPa,23.83696809,%,2.32725,Lux,111.1358318,kO,323.222778,kO,163.0222222,kO
1674674773,22.13185576,C,1028.440872,hPa,24.55825335,%,2.32725,Lux,109.4524089,kO,320.1832061,kO,160.710642,kO
1674675373,22.04916073,C,1028.252939,hPa,24.12124091,%,0.4148,Lux,109.9818121,kO,326.3118697,kO,162.5850521,kO
1674675973,22.12135985,C,1028.210095,hPa,23.233007,%,2.32725,Lux,111.3913043,kO,327.5019455,kO,164.7885305,kO
1674676573,22.09082629,C,1028.024272,hPa,23.67413082,%,2.32725,Lux,109.9259259,kO,325.8674932,kO,162.6820501,kO
1674677173,22.07905815,C,1028.092715,hPa,24.83994085,%,2.32725,Lux,109.1474531,kO,320.1832061,kO,160.2826421,kO
1674677773,22.08987212,C,1028.036189,hPa,23.79415251,%,2.32725,Lux,110.5990534,kO,321.4798928,kO,162.2462356,kO
1674678373,22.02371612,C,1027.981134,hPa,24.50482922,%,0,Lux,110.3459916,kO,313.6924231,kO,161.0447038,kO
