timestamp,temperature,unit,pressure,unit,humidy,unit,light,unit,oxidised,unit,reduced,unit,nh3,unit
1674657866,22.78024269,C,1030.496023,hPa,23.13456709,%,48.64135,Lux,63.36538694,kO,445.0676157,kO,287.2950192,kO
1674658466,23.02568375,C,1030.610742,hPa,22.97827542,%,49.5285,Lux,62.97633993,kO,454.1449275,kO,264.9378053,kO
1674659066,22.92896594,C,1030.490079,hPa,23.14610835,%,47.20125,Lux,65.12572201,kO,453.0909091,kO,265.2516297,kO
1674659666,22.94767528,C,1030.398306,hPa,23.05479829,%,45.42695,Lux,66.31322909,kO,460.291252,kO,263.5849546,kO
1674660266,22.99587562,C,1030.250464,hPa,23.31925356,%,45.42695,Lux,49.68303667,kO,386.3698384,kO,190.8319559,kO
1674660866,22.99619273,C,1030.132408,hPa,23.993227,%,44.5398,Lux,50.6551239,kO,406.2889306,kO,195.8783542,kO
1674661466,23.16521126,C,1030.123819,hPa,23.20544237,%,44.5398,Lux,56.16569933,kO,426.900539,kO,212.1904762,kO
1674662066,22.99143612,C,1030.123082,hPa,24.20858428,%,45.2082,Lux,58.23273064,kO,429.9960552,kO,217.2464652,kO
1674662666,23.03519698,C,1029.996447,hPa,23.47077319,%,43.7681,Lux,60.41861564,kO,434.1044257,kO,223.6028369,kO
1674663266,22.97050702,C,1030.086059,hPa,24.54903463,%,22.2699,Lux,61.58530184,kO,424.5460751,kO,222.8907753,kO
1674663866,22.8173442,C,1029.954761,hPa,24.51453793,%,21.38275,Lux,64.69556699,kO,435.5710723,kO,232.862837,kO
1674664466,22.78404798,C,1029.659114,hPa,23.24200209,%,21.38275,Lux,68.47587775,kO,443.0379747,kO,243.9391357,kO
1674665066,22.64293553,C,1029.557243,hPa,23.57539026,%,21.38275,Lux,70.9775831,kO,443.2907801,kO,248.950495,kO
1674665666,22.64896055,C,1029.238147,hPa,22.9865427,%,21.38275,Lux,74.64687169,kO,450.7352185,kO,257.5857461,kO
1674666266,22.61851834,C,1029.013945,hPa,23.18576139,%,21.38275,Lux,76.15339233,kO,448.9180328,kO,258.8881789,kO
1674666866,22.53131415,C,1028.750222,hPa,23.37000839,%,21.38275,Lux,78.51617306,kO,458.4050104,kO,265.2516297,kO
1674667466,22.48818775,C,1028.483991,hPa,22.73217699,%,21.38275,Lux,80.96498054,kO,466.8647215,kO,273.1917168,kO
1674668066,22.40574028,C,1028.092866,hPa,23.6573491,%,21.38275,Lux,80.86987918,kO,456,kO,272.5333333,kO
1674668666,22.44506137,C,1028.024257,hPa,23.55413765,%,21.38275,Lux,81.17466945,kO,469.3731343,kO,274.738255,kO
1674669266,22.37054157,C,1028.121377,hPa,22.96851886,%,21.38275,Lux,81.86543573,kO,473.3233083,kO,277.9884785,kO
1674669866,22.36578499,C,1027.918555,hPa,23.44383614,%,21.38275,Lux,81.76908023,kO,462.1913775,kO,276.4114671,kO
1674670466,22.39622711,C,1027.859036,hPa,22.93362837,%,21.38275,Lux,83.42566134,kO,475.3207547,kO,281.7655929,kO
1674671066,22.24623634,C,1027.646406,hPa,23.18799302,%,21.38275,Lux,85.12256586,kO,473.3233083,kO,286.2222222,kO
1674671666,22.31790209,C,1027.581401,hPa,24.12413637,%,21.38275,Lux,84.92078925,kO,469.0932339,kO,283.7449155,kO
1674672266,22.32995209,C,1027.534035,hPa,23.46208494,%,21.38275,Lux,84.61920388,kO,477.6220899,kO,284.3314917,kO
1674672866,22.27160474,C,1027.376933,hPa,23.28886498,%,21.38275,Lux,84.37886341,kO,473.6077378,kO,284.0966184,kO
1674673466,22.34992972,C,1027.265866,hPa,22.98624844,%,21.38275,Lux,85.16299055,kO,481.1117166,kO,288.9772489,kO
1674674066,22.29697315,C,1027.060735,hPa,23.89302808,%,21.38275,Lux,84.07959068,kO,474.4628633,kO,284.9200969,kO
1674674666,22.34295341,C,1027.092859,hPa,22.96953565,%,21.38275,Lux,85.24390943,kO,478.4902386,kO,289.703262,kO
1674675266,22.29792447,C,1026.90047,hPa,24.68452876,%,21.38275,Lux,83.84108967,kO,471.340824,kO,282.9270977,kO
1674675866,22.29189947,C,1026.880791,hPa,23.22026695,%,21.38275,Lux,85.42631654,kO,479.3612167,kO,290.5541491,kO
1674676466,22.32139025,C,1026.651243,hPa,23.48501265,%,21.38275,Lux,85.34518858,kO,474.4628633,kO,289.3398739,kO
1674677066,22.3486613,C,1026.73838,hPa,23.46141635,%,21.38275,Lux,85.04178592,kO,480.8191721,kO,287.6541144,kO
1674677666,22.2690679,C,1026.672349,hPa,25.01897838,%,21.38275,Lux,84.01988919,kO,466.0338983,kO,280.0381862,kO
1674678266,22.27382448,C,1026.576575,hPa,23.65634971,%,21.38275,Lux,85.04178592,kO,468.5343268,kO,284.5666897,kO
1674678866,22.25765212,C,1026.570635,hPa,24.0244324,%,0,Lux,84.57909,kO,455.468604,kO,280.2674855,kO
1674679466,22.2046956,C,1026.478979,hPa,23.61921146,%,0,Lux,86.30436038,kO,450.7352185,kO,286.3410907,kO
1674680066,22.29570473,C,1026.528293,hPa,24.02877588,%,0,Lux,84.8,kO,443.5438419,kO,278.5553293,kO
1674680666,22.30141262,C,1026.452387,hPa,25.26099273,%,0,Lux,84.07959068,kO,439.7746479,kO,274.8492783,kO
1674681266,22.22150216,C,1026.414225,hPa,24.87921531,%,0,Lux,83.90063875,kO,437.0465233,kO,274.2949062,kO
1674681866,22.25416397,C,1026.32654,hPa,25.29074617,%,0,Lux,82.50477797,kO,434.1044257,kO,269.7105089,kO
1674682466,22.16220357,C,1026.292391,hPa,25.53095817,%,0,Lux,81.27019499,kO,432.1624567,kO,265.5660685,kO
1674683066,22.15998384,C,1026.287162,hPa,25.56492693,%,0,Lux,80.37747336,kO,430.2358165,kO,262.9644013,kO
1674683666,22.11812604,C,1026.176647,hPa,25.52102521,%,0,Lux,79.75757576,kO,428.800787,kO,261.5257732,kO
1674684266,22.0867327,C,1026.239659,hPa,25.52199847,%,0,Lux,79.03219619,kO,427.6113837,kO,259.2911068,kO
1674684866,22.22372189,C,1026.184304,hPa,25.42168282,%,0,Lux,77.96764986,kO,425.25,kO,256.195122,kO
